[32m2024-02-04 00:30:53.834[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(50)-127.0.0.1] Application shutdown requested.
[32m2024-02-04 02:33:12.313[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-4] EmployeeRestController deleteBusOperatorById Method executed...
[32m2024-02-04 02:33:12.318[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-4] Bus Operator with ID 6 deleted successfully
[32m2024-02-04 02:33:12.331[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-5] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:33:12.332[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-5] Bus Operator details with6 fetching in this method !!
[32m2024-02-04 02:33:12.357[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-6] EmployeeRestController deletOperatorByname executed...
[32m2024-02-04 02:33:12.358[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-6] Bus Operator with Name RedBus Travels deleted successfully
[32m2024-02-04 02:33:12.407[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-7] EmployeeRestController for fetching names starting with 'A' executed...
[32m2024-02-04 02:33:12.409[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-7] Bus Operator details withA fetching in this method !!
[32m2024-02-04 02:33:12.433[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-3] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:33:12.433[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-3] Bus Operator details with4 fetching in this method !!
[32m2024-02-04 02:33:12.445[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-8] EmployeeRestController getAll() executed...
[32m2024-02-04 02:33:12.446[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-8] All Bus Route details fetched successfully!!
2024-02-04 02:33:12.461 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:33:12.464 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 02:33:12.470 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 02:42:03.362 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Starting BusOperatorControllerTest using Java 17.0.9 with PID 15544 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 02:42:03.364 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 02:42:03.960 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 02:42:04.017 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 46 ms. Found 1 JPA repository interface.
2024-02-04 02:42:04.404 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 02:42:04.452 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 02:42:04.455 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 02:42:04.730 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 02:42:04.755 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 02:42:05.050 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@55071497
2024-02-04 02:42:05.052 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 02:42:05.087 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 02:42:05.088 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 02:42:05.786 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 02:42:05.828 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:42:06.042 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 02:42:06.562 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 02:42:07.384 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Started BusOperatorControllerTest in 4.293 seconds (process running for 5.164)
[32m2024-02-04 02:42:07.999[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-10] EmployeeRestController UpdateMethod executed...
[32m2024-02-04 02:42:08.003[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-10] BusOperator [operatorID=202, operatorUsername=null, operatorPassword=null, operatorName=null, email=null, phoneNumber=null, registrationDate=null] is Updated from UpdateBusRoute Service Method
[32m2024-02-04 02:42:08.050[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-1] EmployeeRestController executed...
[32m2024-02-04 02:42:08.051[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-1] BusOperatorDTO [operatorID=0, operatorUsername=null, operatorPassword=null, operatorName=Abhi Bus, email=null, phoneNumber=null, registrationDate=null] is Added from Add Service
[32m2024-02-04 02:42:08.067[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-2] EmployeeRestController deletOperatorByname executed...
[32m2024-02-04 02:42:08.068[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-2] Bus Operator with Name RedBus Travels deleted successfully
[32m2024-02-04 02:42:08.086[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-4] EmployeeRestController deleteBusOperatorById Method executed...
[32m2024-02-04 02:42:08.089[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-4] Bus Operator with ID 302 deleted successfully
[32m2024-02-04 02:42:08.095[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-5] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:42:08.096[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-5] Bus Operator details with302 fetching in this method !!
[32m2024-02-04 02:42:08.108[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-6] EmployeeRestController for fetching names starting with 'A' executed...
[32m2024-02-04 02:42:08.109[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-6] Bus Operator details withA fetching in this method !!
[32m2024-02-04 02:42:08.122[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-7] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:42:08.122[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-7] Bus Operator details with4 fetching in this method !!
[32m2024-02-04 02:42:08.130[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-3] EmployeeRestController getAll() executed...
[32m2024-02-04 02:42:08.130[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-3] All Bus Route details fetched successfully!!
2024-02-04 02:42:08.144 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:42:08.146 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 02:42:08.153 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 02:43:50.595 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Starting BusOperatorControllerTest using Java 17.0.9 with PID 23672 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 02:43:50.596 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 02:43:51.175 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 02:43:51.227 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 44 ms. Found 1 JPA repository interface.
2024-02-04 02:43:51.596 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 02:43:51.641 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 02:43:51.643 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 02:43:51.914 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 02:43:51.936 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 02:43:52.226 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3355168
2024-02-04 02:43:52.229 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 02:43:52.262 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 02:43:52.263 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 02:43:52.951 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 02:43:52.990 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:43:53.204 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 02:43:53.715 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 02:43:54.639 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Started BusOperatorControllerTest in 4.316 seconds (process running for 5.201)
[32m2024-02-04 02:43:55.295[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-9] EmployeeRestController UpdateMethod executed...
[32m2024-02-04 02:43:55.297[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-9] BusOperator [operatorID=202, operatorUsername=null, operatorPassword=null, operatorName=null, email=null, phoneNumber=null, registrationDate=null] is Updated from UpdateBusRoute Service Method
[32m2024-02-04 02:43:55.336[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-10] EmployeeRestController executed...
[32m2024-02-04 02:43:55.337[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-10] BusOperatorDTO [operatorID=0, operatorUsername=null, operatorPassword=null, operatorName=Abhi Bus, email=null, phoneNumber=null, registrationDate=null] is Added from Add Service
[32m2024-02-04 02:43:55.350[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-1] EmployeeRestController deletOperatorByname executed...
[32m2024-02-04 02:43:55.351[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-1] Bus Operator with Name Abhi Bus deleted successfully
[32m2024-02-04 02:43:55.364[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-2] EmployeeRestController deleteBusOperatorById Method executed...
[32m2024-02-04 02:43:55.366[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-2] Bus Operator with ID 302 deleted successfully
[32m2024-02-04 02:43:55.372[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-4] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:43:55.373[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-4] Bus Operator details with302 fetching in this method !!
[32m2024-02-04 02:43:55.386[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-5] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:43:55.386[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-5] Bus Operator details with4 fetching in this method !!
[32m2024-02-04 02:43:55.394[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-6] EmployeeRestController getAll() executed...
[32m2024-02-04 02:43:55.395[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-6] All Bus Route details fetched successfully!!
2024-02-04 02:43:55.407 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:43:55.409 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 02:43:55.417 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 02:48:37.376 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Starting BusOperatorControllerTest using Java 17.0.9 with PID 21236 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 02:48:37.377 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 02:48:38.088 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 02:48:38.137 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 43 ms. Found 1 JPA repository interface.
2024-02-04 02:48:38.528 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 02:48:38.577 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 02:48:38.580 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 02:48:38.848 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 02:48:38.874 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 02:48:39.182 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@37a3ec27
2024-02-04 02:48:39.184 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 02:48:39.217 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 02:48:39.218 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 02:48:39.932 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 02:48:39.976 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:48:40.195 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 02:48:40.713 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 02:48:41.535 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Started BusOperatorControllerTest in 4.463 seconds (process running for 5.423)
[32m2024-02-04 02:48:42.120[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-3] EmployeeRestController UpdateMethod executed...
[32m2024-02-04 02:48:42.124[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-3] BusOperator [operatorID=202, operatorUsername=null, operatorPassword=null, operatorName=null, email=null, phoneNumber=null, registrationDate=null] is Updated from UpdateBusRoute Service Method
[32m2024-02-04 02:48:42.163[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-8] EmployeeRestController executed...
[32m2024-02-04 02:48:42.163[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-8] BusOperatorDTO [operatorID=0, operatorUsername=null, operatorPassword=null, operatorName=Abhi Bus, email=null, phoneNumber=null, registrationDate=null] is Added from Add Service
[32m2024-02-04 02:48:42.174[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-9] EmployeeRestController deletOperatorByname executed...
[32m2024-02-04 02:48:42.175[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-9] Bus Operator with Name Abhi Bus deleted successfully
[32m2024-02-04 02:48:42.184[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-10] EmployeeRestController deleteBusOperatorById Method executed...
[32m2024-02-04 02:48:42.186[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-10] Bus Operator with ID 302 deleted successfully
[32m2024-02-04 02:48:42.190[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-1] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:48:42.191[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-1] Bus Operator details with302 fetching in this method !!
[32m2024-02-04 02:48:42.204[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-2] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:48:42.204[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-2] Bus Operator details with4 fetching in this method !!
[32m2024-02-04 02:48:42.214[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-4] EmployeeRestController getAll() executed...
[32m2024-02-04 02:48:42.215[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-4] All Bus Route details fetched successfully!!
2024-02-04 02:48:42.228 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:48:42.230 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 02:48:42.237 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 02:49:39.084 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Starting BusOperatorControllerTest using Java 17.0.9 with PID 19416 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 02:49:39.086 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 02:49:39.652 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 02:49:39.796 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 43 ms. Found 1 JPA repository interface.
2024-02-04 02:49:40.177 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 02:49:40.230 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 02:49:40.232 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 02:49:40.500 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 02:49:40.526 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 02:49:40.811 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@405d8a80
2024-02-04 02:49:40.814 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 02:49:40.855 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 02:49:40.856 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 02:49:41.533 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 02:49:41.573 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:49:41.785 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 02:49:42.303 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 02:49:43.144 [INFO] com.hexaware.restjpacapstone.controller.BusOperatorControllerTest [main] Started BusOperatorControllerTest in 4.347 seconds (process running for 5.243)
[32m2024-02-04 02:49:43.710[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-6] EmployeeRestController UpdateMethod executed...
[32m2024-02-04 02:49:43.714[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-6] BusOperator [operatorID=202, operatorUsername=null, operatorPassword=null, operatorName=null, email=null, phoneNumber=null, registrationDate=null] is Updated from UpdateBusRoute Service Method
[32m2024-02-04 02:49:43.742[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-7] EmployeeRestController executed...
[32m2024-02-04 02:49:43.742[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-7] BusOperatorDTO [operatorID=0, operatorUsername=null, operatorPassword=null, operatorName=Abhi Bus, email=null, phoneNumber=null, registrationDate=null] is Added from Add Service
[32m2024-02-04 02:49:43.753[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-3] EmployeeRestController deletOperatorByname executed...
[32m2024-02-04 02:49:43.753[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-3] Bus Operator with Name Abhi Bus deleted successfully
[32m2024-02-04 02:49:43.762[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-8] EmployeeRestController deleteBusOperatorById Method executed...
[32m2024-02-04 02:49:43.764[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-8] Bus Operator with ID 302 deleted successfully
[32m2024-02-04 02:49:43.769[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-9] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:49:43.770[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-9] Bus Operator details with302 fetching in this method !!
[32m2024-02-04 02:49:43.784[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-10] EmployeeRestController getBusOperatorById executed...
[32m2024-02-04 02:49:43.785[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-10] Bus Operator details with4 fetching in this method !!
[32m2024-02-04 02:49:43.795[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-1] EmployeeRestController getAll() executed...
[32m2024-02-04 02:49:43.796[0;39m [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-1] All Bus Route details fetched successfully!!
2024-02-04 02:49:43.812 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 02:49:43.815 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 02:49:43.822 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
[32m2024-02-04 02:52:20.185[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(29)-127.0.0.1] Application shutdown requested.
[32m2024-02-04 02:52:20.194[0;39m [INFO] org.apache.catalina.core.StandardService [RMI TCP Connection(29)-127.0.0.1] Stopping service [Tomcat]
[32m2024-02-04 02:52:20.195[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [RMI TCP Connection(29)-127.0.0.1] Destroying Spring FrameworkServlet 'dispatcherServlet'
